,title,director0,attr0,attr1,attr2,genre0,genre1,genre2,region0,lang0,ReleaseDate,rd0,rd1,rd2,rd3,rd4,rd5,rd6,rd7,rd8,rd9
88,独立日 Independence Day,罗兰·艾默里,威尔·史密斯,杰夫·高布伦,比尔·普尔曼,动作,科幻,冒险,美国,英语,1996,我是传奇,后天,我，机器人,变形金刚,终结者,黑客帝国2：重装上阵,侏罗纪公园,第五元素,世界末日,第九区
89,最终幻想7：圣子降临 ファイナルファンタジーⅦ アドベントチルドレン,野村哲,樱井孝宏,伊藤步,森久保祥太郎,动作,科幻,动画,日本,日语,2005,福音战士新剧场版：序,钢之炼金术师：香巴拉的征服者,空之境界 第一章 俯瞰风景,新世纪福音战士剧场版：死与新生,夏日大作战,苹果核战记,银魂剧场版：新译红樱篇,攻壳机动队,幽灵公主,风之谷
90,星际迷航 Star Trek,J·J·艾布拉姆,克里斯·派恩,扎克瑞·昆图,伦纳德·尼莫伊,动作,科幻,冒险,美国,英语,2009,星际迷航2：暗黑无界,我，机器人,黑客帝国2：重装上阵,变形金刚,第九区,星球大战前传1：幽灵的威胁,X战警：逆转未来,终结者,侏罗纪公园,明日边缘
91,异形2 Aliens,詹姆斯·卡梅,西格妮·韦弗,凯莉·赫恩,迈克尔·比恩,动作,科幻,惊悚,美国,英语,1986,异形,普罗米修斯,生化危机,终结者,侏罗纪公园2：失落的世界,死神来了,怪形,闪灵,寂静岭,黑客帝国2：重装上阵
92,钢铁巨人 The Iron Giant,布拉德·伯,艾力·马伦斯奥,范·迪塞尔,小哈里·康尼克,喜剧,动作,科幻,美国,英语,1999,玩具总动员,大闹天宫,回忆三部曲,阿基拉,哪吒闹海,天书奇谭,疯狂约会美丽都,红猪,风之谷,攻壳机动队
93,2012,罗兰·艾默里,约翰·库萨克,阿曼达·皮特,切瓦特·埃加福,科幻,灾难,unknown,美国,英语,2009,后天,唐山大地震,独立日,末日崩塌,世界末日,流感,隧道,勇往直前,僵尸世界大战,我是传奇
94,银河护卫队2 Guardians of the Galaxy Vol. 2,詹姆斯·古,克里斯·帕拉特,佐伊·索尔达娜,戴夫·巴蒂斯塔,动作,科幻,冒险,美国,英语,2017,银河护卫队,蚁人,雷神3：诸神黄昏,美国队长3,钢铁侠3,蜘蛛侠：英雄归来,复仇者联盟,死侍,无敌浩克,毒液：致命守护者
95,美国队长2 Captain America: The Winter Soldier,安东尼·罗,克里斯·埃文斯,斯嘉丽·约翰逊,塞巴斯蒂安·斯坦,动作,科幻,冒险,美国,英语,2014,美国队长3,钢铁侠3,复仇者联盟2：奥创纪元,雷神2：黑暗世界,无敌浩克,X战警：逆转未来,蚁人,银河护卫队,超凡蜘蛛侠2,变形金刚
96,银河系漫游指南 The Hitchhiker's Guide to the Galaxy,加斯·詹宁,比尔·贝利,安娜·钱斯勒,沃维克·戴维斯,喜剧,科幻,冒险,美国,英语,2005,有关时间旅行的热门问题,这个男人来自地球,超时空接触,回到未来,2001太空漫游,第五元素,黑衣人,月球,第九区,银翼杀手
97,蜘蛛侠 Spider-Man,山姆·雷,托比·马奎尔,威廉·达福,克斯汀·邓斯特,动作,科幻,冒险,美国,英语,2002,蜘蛛侠2,超凡蜘蛛侠,变形金刚,钢铁侠,X战警,金刚狼,美国队长2,复仇者联盟,黑客帝国2：重装上阵,终结者
98,迷雾 The Mist,弗兰克·德拉邦,托马斯·简,马西娅·盖伊·哈登,劳瑞·侯登,科幻,惊悚,恐怖,美国,英语,2007,寂静岭,万能钥匙,死寂,死神来了,闪灵,小岛惊魂,恐怖游轮,招魂,幻影凶间,潜伏
99,生化危机2：启示录 Resident Evil: Apocalypse,亚历山大·维,米拉·乔沃维奇,西耶娜·盖尔利,奥德·菲尔,动作,科幻,恐怖,德国,德语,2004,生化危机,异形,死神来了,寂静岭,我是传奇,死寂,终结者,招魂,黑客帝国2：重装上阵,变形金刚
100,X特遣队：全员集结 The Suicide Squad,詹姆斯·古,玛格特·罗比,伊德里斯·艾尔巴,约翰·塞纳,喜剧,动作,科幻,美国,英语,2021,扎克·施奈德版正义联盟,子弹列车,失控玩家,死侍2：我爱我家,蝙蝠侠：侠影之谜,蜘蛛侠：英雄无归,美国队长3,银河护卫队2,新蝙蝠侠,钢铁侠
101,星际迷航2：暗黑无界 Star Trek Into Darkness,J·J·艾布拉姆,克里斯·派恩,扎克瑞·昆图,佐伊·索尔达娜,动作,科幻,冒险,美国,英语,2013,星际迷航,X战警：逆转未来,明日边缘,环太平洋,变形金刚,黑客帝国2：重装上阵,美国队长2,我，机器人,钢铁侠3,复仇者联盟
102,第五元素 The Fifth Element,吕克·贝,布鲁斯·威利斯,加里·奥德曼,米拉·乔沃维奇,动作,科幻,冒险,法国,法语,1997,我，机器人,终结者,黑客帝国2：重装上阵,E.T.外星人,我是传奇,变形金刚,侏罗纪公园,独立日,第九区,星河战队
103,前目的地 Predestination,迈克尔·斯派,伊桑·霍克,莎拉·斯努克,诺亚·泰勒,科幻,悬疑,unknown,澳大利亚,英语,2014,十二猴子,这个男人来自地球,异次元骇客,彗星来的那一夜,源代码,机械姬,明日边缘,致命魔术,月球,蝴蝶效应
104,流浪地球,郭,吴京,屈楚萧,李光洁,科幻,冒险,灾难,中国大陆,国语,2019,头号玩家,星际穿越,阿凡达,盗梦空间,钢铁侠,黑客帝国,火星救援,复仇者联盟,美国队长2,源代码
105,美国队长3 Captain America: Civil War,安东尼·罗,克里斯·埃文斯,小罗伯特·唐尼,斯嘉丽·约翰逊,动作,科幻,冒险,美国,英语,2016,美国队长2,复仇者联盟2：奥创纪元,钢铁侠3,蚁人,雷神2：黑暗世界,无敌浩克,X战警：逆转未来,银河护卫队,蜘蛛侠：英雄归来,奇异博士
106,地心引力 Gravity,阿方索·卡,桑德拉·布洛克,乔治·克鲁尼,艾德·哈里斯,科幻,惊悚,灾难,英国,英语,2013,火星救援,明日边缘,我是传奇,星际迷航2：暗黑无界,第九区,环太平洋,X战警：逆转未来,侏罗纪公园,黑客帝国3：矩阵革命,后天
107,饥饿站台 El hoyo,加尔德·加兹特鲁·乌鲁蒂,伊万·马萨格,佐伦·伊格,安东尼亚·圣胡安,科幻,惊悚,unknown,西班牙,西班牙语,2019,隐形人,恐怖游轮,闪灵,招魂,电话,万能钥匙,逃出绝命镇,解除好友2：暗网,禁闭岛,致命ID
108,星球大战前传2：克隆人的进攻 Star Wars: Episode II - Attack of the Clones,乔治·卢卡,伊万·麦克格雷格,娜塔莉·波特曼,海登·克里斯滕森,动作,科幻,冒险,美国,英语,2002,星球大战前传3：西斯的复仇,黑客帝国2：重装上阵,终结者,星际迷航,变形金刚,我，机器人,侏罗纪公园2：失落的世界,回到未来,第五元素,X战警2
109,心慌方 Cube,文森佐·纳塔,妮可·德波儿,妮基·瓜达尼,大卫·休莱特,科幻,悬疑,惊悚,加拿大,英语,1997,心慌方·零,万能钥匙,恐怖游轮,寂静岭,小岛惊魂,幻影凶间,死神来了,闪灵,死寂,致命ID
110,少数派报告 Minority Report,史蒂文·斯皮尔伯,汤姆·克鲁斯,科林·法瑞尔,马克斯·冯·叙多夫,科幻,惊悚,犯罪,美国,英语,2002,我，机器人,黑客帝国2：重装上阵,超时空接触,第五元素,十二猴子,这个男人来自地球,终结者,明日边缘,我是传奇,第九区
111,怪形 The Thing,约翰·卡朋,库尔特·拉塞尔,威尔福德·布利姆雷,TK·卡特,科幻,悬疑,恐怖,美国,英语,1982,战栗黑洞,怪形前传,异形,驱魔人,罗斯玛丽的婴儿,变蝇人,闪灵,猛鬼街,极度深寒,寂静岭
112,钢铁侠3 Iron Man 3,沙恩·布莱,小罗伯特·唐尼,盖·皮尔斯,格温妮斯·帕特洛,动作,科幻,unknown,美国,英语,2013,钢铁侠2,美国队长2,复仇者联盟2：奥创纪元,无敌浩克,雷神2：黑暗世界,蚁人,银河护卫队,X战警：逆转未来,变形金刚,蜘蛛侠：英雄归来
113,百变星君 百變星君,叶伟,周星驰,吴孟达,梁咏琪,喜剧,科幻,奇幻,中国香港,国语,1995,整蛊专家,逃学威龙,赌圣,食神,鹿鼎记,赌侠,审死官,国产凌凌漆,破坏之王,九品芝麻官
114,人猿星球 Planet of the Apes,富兰克林·沙夫,查尔顿·赫斯顿,罗迪·麦克道尔,金·亨特,科幻,悬疑,冒险,美国,英语,1968,逃离猩球,猩球征服,失陷猩球,决战猩球,超时空接触,大都会,十二猴子,这个男人来自地球,回到未来,深渊
115,死侍 Deadpool,蒂姆·米,瑞安·雷诺兹,莫蕾娜·巴卡琳,艾德·斯克林,喜剧,动作,科幻,美国,英语,2016,死侍2：我爱我家,银河护卫队,九品芝麻官,蚁人,唐伯虎点秋香,蜘蛛侠：英雄归来,功夫,毒液：致命守护者,美国队长3,雷神3：诸神黄昏
116,降临 Arrival,丹尼斯·维伦纽,艾米·亚当斯,杰瑞米·雷纳,福里斯特·惠特克,剧情,科幻,unknown,美国,英语,2016,银翼杀手2049,这个男人来自地球,2001太空漫游,火星救援,黑客帝国,明日边缘,第九区,沙丘,机械姬,湮灭
117,天鹅挽歌 Swan Song,本杰明·克利,马赫沙拉·阿里,娜奥米·哈里斯,格伦·克洛斯,剧情,科幻,unknown,美国,英语,2021,芬奇,杨之后,沙丘,阿凡达：水之道,宇宙探索编辑部,扎克·施奈德版正义联盟,星际穿越,降临,银翼杀手2049,火星救援
118,星河战队 Starship Troopers,保罗·范霍,卡斯帕·范·迪恩,迪娜·迈耶,丹妮丝·理查兹,动作,科幻,惊悚,美国,英语,1997,终结者,第五元素,我，机器人,侏罗纪公园2：失落的世界,独立日,黑客帝国2：重装上阵,我是传奇,机器战警,变形金刚,未来水世界
119,X战警 X-Men,布莱恩·辛,休·杰克曼,帕特里克·斯图尔特,伊恩·麦克莱恩,动作,科幻,unknown,美国,英语,2000,X战警2,金刚狼,钢铁侠,变形金刚,蜘蛛侠,美国队长2,复仇者联盟,黑客帝国2：重装上阵,无敌浩克,终结者
120,蜘蛛侠2 Spider-Man 2,山姆·雷,托比·马奎尔,克斯汀·邓斯特,詹姆斯·弗兰科,动作,科幻,冒险,美国,英语,2004,蜘蛛侠3,超凡蜘蛛侠2,X战警3：背水一战,钢铁侠,变形金刚,金刚狼,美国队长2,无敌浩克,复仇者联盟,终结者
121,沙丘 Dune,丹尼斯·维伦纽,提莫西·查拉梅,丽贝卡·弗格森,奥斯卡·伊萨克,剧情,科幻,冒险,美国,英语,2021,沙丘2,银翼杀手2049,降临,阿凡达：水之道,头号玩家,黑客帝国,信条,扎克·施奈德版正义联盟,2001太空漫游,星际穿越
122,环太平洋 Pacific Rim,吉尔莫·德尔·托,查理·汉纳姆,菊地凛子,伊德里斯·艾尔巴,动作,科幻,冒险,美国,英语,2013,明日边缘,变形金刚,X战警：逆转未来,星际迷航2：暗黑无界,钢铁侠3,美国队长2,复仇者联盟,我是传奇,地心引力,第九区
123,蚁人 Ant-Man,佩顿·里,保罗·路德,迈克尔·道格拉斯,伊万杰琳·莉莉,动作,科幻,冒险,美国,英语,2015,美国队长3,钢铁侠2,复仇者联盟2：奥创纪元,银河护卫队,无敌浩克,雷神2：黑暗世界,蚁人2：黄蜂女现身,蜘蛛侠：英雄归来,X战警：逆转未来,黑豹
124,侏罗纪世界 Jurassic World,科林·特莱沃,克里斯·帕拉特,布莱丝·达拉斯·霍华德,文森特·多诺费奥,动作,科幻,冒险,美国,英语,2015,侏罗纪公园,X战警：逆转未来,变形金刚,美国队长2,复仇者联盟2：奥创纪元,火星救援,钢铁侠,环太平洋,明日边缘,蚁人
125,钢铁侠2 Iron Man 2,乔恩·费,小罗伯特·唐尼,格温妮斯·帕特洛,米基·洛克,动作,科幻,冒险,美国,英语,2010,钢铁侠,复仇者联盟2：奥创纪元,美国队长,无敌浩克,雷神,蚁人,X战警3：背水一战,银河护卫队,金刚狼,变形金刚
126,X战警：天启 X-Men: Apocalypse,布莱恩·辛,詹姆斯·麦卡沃伊,迈克尔·法斯宾德,詹妮弗·劳伦斯,动作,科幻,奇幻,美国,英语,2016,X战警：逆转未来,美国队长3,金刚狼,复仇者联盟2：奥创纪元,钢铁侠3,雷神2：黑暗世界,蚁人,超凡蜘蛛侠2,无敌浩克,奇异博士
127,变形金刚2 Transformers: Revenge of the Fallen,迈克尔·,希亚·拉博夫,梅根·福克斯,乔什·杜哈明,动作,科幻,unknown,美国,英语,2009,变形金刚,钢铁侠,X战警3：背水一战,蜘蛛侠3,金刚狼,我，机器人,复仇者联盟,美国队长2,我是传奇,侏罗纪公园
128,移魂都市 Dark City,亚历克斯·普罗亚,卢夫斯·塞维尔,威廉·赫特,基弗·萨瑟兰,科幻,悬疑,惊悚,澳大利亚,英语,1998,异次元骇客,超时空接触,十二猴子,K星异客,深渊,这个男人来自地球,月球,少数派报告,黑洞频率,火星任务
129,猩球崛起2：黎明之战 Dawn of the Planet of the Apes,马特·里夫,安迪·瑟金斯,杰森·克拉克,加里·奥德曼,剧情,动作,科幻,美国,英语,2014,猩球崛起,明日边缘,变形金刚,X战警：逆转未来,美国队长2,钢铁侠3,我是传奇,超凡蜘蛛侠2,环太平洋,复仇者联盟
130,超凡蜘蛛侠2 The Amazing Spider-Man 2,马克·韦,安德鲁·加菲尔德,艾玛·斯通,杰米·福克斯,动作,科幻,奇幻,美国,英语,2014,超凡蜘蛛侠,蜘蛛侠3,美国队长2,钢铁侠3,X战警：逆转未来,复仇者联盟2：奥创纪元,金刚狼,无敌浩克,雷神2：黑暗世界,变形金刚
131,黑衣人3 Men in Black III,巴里·索南菲尔,威尔·史密斯,汤米·李·琼斯,乔什·布洛林,喜剧,动作,科幻,美国,英语,2012,黑衣人2,我，机器人,我是传奇,银河护卫队,变形金刚,黑客帝国2：重装上阵,九品芝麻官,复仇者联盟,食神,钢铁侠3
132,我是谁 我是誰,陈木,成龙,法拉美穗,山本未来,喜剧,动作,科幻,中国香港,国语,1998,红番区,A计划,飞鹰计划,双龙会,快餐车,醉拳2,霹雳火,城市猎人,尖峰时刻,一个好人
133,大都会 メトロポリス,林太,井元由香,小林希唯,冈田浩晖,科幻,动画,冒险,日本,日语,2001,回忆三部曲,阿基拉,蒸汽男孩,迷宫物语,攻壳机动队,恶童,人狼,星际牛仔：天国之门,东京教父,千年女优
134,X战警2 X2,布莱恩·辛,帕特里克·斯图尔特,休·杰克曼,伊恩·麦克莱恩,动作,科幻,惊悚,美国,英语,2003,X战警3：背水一战,金刚狼,钢铁侠2,美国队长2,蜘蛛侠3,变形金刚,复仇者联盟,无敌浩克,黑客帝国2：重装上阵,终结者
135,X战警3：背水一战 X-Men: The Last Stand,布莱特·拉特,休·杰克曼,哈莉·贝瑞,伊恩·麦克莱恩,动作,科幻,惊悚,美国,英语,2006,X战警2,金刚狼,钢铁侠2,蜘蛛侠3,美国队长2,变形金刚,复仇者联盟2：奥创纪元,无敌浩克,超凡蜘蛛侠2,雷神2：黑暗世界
136,黑衣人2 Men in Black II,巴里·索南菲尔,威尔·史密斯,汤米·李·琼斯,约翰尼·诺克斯维尔,喜剧,动作,科幻,美国,英语,2002,黑衣人,我，机器人,终结者,我是传奇,变形金刚,黑客帝国2：重装上阵,X战警,变相怪杰,侏罗纪公园2：失落的世界,九品芝麻官
137,深渊 The Abyss,詹姆斯·卡梅,艾德·哈里斯,玛丽·伊丽莎白·马斯特兰托尼奥,迈克尔·比恩,剧情,科幻,惊悚,美国,英语,1989,超时空接触,火星任务,第三类接触,异次元骇客,这个男人来自地球,K星异客,移魂都市,全面回忆,第五元素,异形
138,错位,黄建,刘子枫,牟红,杨昆,科幻,unknown,unknown,中国大陆,国语,1986,大都会,合成人,飞向太空,宇宙探索编辑部,2001太空漫游,银色星球,阿尔法城,深渊,银翼杀手,超时空接触
139,世界末日 Armageddon,迈克尔·,布鲁斯·威利斯,本·阿弗莱克,丽芙·泰勒,科幻,灾难,unknown,美国,英语,1998,独立日,天地大冲撞,后天,哥斯拉,完美风暴,第五元素,我是传奇,龙卷风,我，机器人,终结者
140,信条 Tenet,克里斯托弗·诺,约翰·大卫·华盛顿,罗伯特·帕丁森,伊丽莎白·德比茨基,剧情,动作,科幻,美国,英语,2020,盗梦空间,黑客帝国,沙丘,银翼杀手2049,源代码,头号玩家,致命魔术,钢铁侠,扎克·施奈德版正义联盟,星际穿越
141,蜘蛛侠：英雄远征 Spider-Man: Far from Home,乔·沃,汤姆·赫兰德,赞达亚,杰克·吉伦哈尔,动作,科幻,冒险,美国,英语,2019,美国队长3,钢铁侠2,复仇者联盟2：奥创纪元,蜘蛛侠：英雄归来,蚁人,雷神3：诸神黄昏,银河护卫队,惊奇队长,无敌浩克,毒液：致命守护者
142,海市蜃楼 Durante la tormenta,奥里奥尔·保,阿德里亚娜·乌加特,奇诺·达林,阿尔瓦罗·莫奇,科幻,悬疑,惊悚,西班牙,西班牙语,2018,看不见的客人,利刃出鞘,网络谜踪,禁闭岛,恐怖游轮,致命魔术,记忆碎片,彗星来的那一夜,蝴蝶效应,密室逃生
143,普罗米修斯 Prometheus,雷德利·斯科,劳米·拉佩斯,迈克尔·法斯宾德,查理兹·塞隆,科幻,惊悚,冒险,美国,英语,2012,异形：契约,我是传奇,第九区,黑客帝国2：重装上阵,生化危机,侏罗纪公园,我，机器人,明日边缘,终结者,降临
144,超凡蜘蛛侠 The Amazing Spider-Man,马克·韦,安德鲁·加菲尔德,艾玛·斯通,瑞斯·伊凡斯,动作,科幻,奇幻,美国,英语,2012,超凡蜘蛛侠2,蜘蛛侠3,钢铁侠2,美国队长2,X战警3：背水一战,复仇者联盟,金刚狼,变形金刚,无敌浩克,雷神2：黑暗世界
145,时空线索 Deja Vu,托尼·斯科,丹泽尔·华盛顿,宝拉·巴顿,方·基默,动作,科幻,惊悚,美国,英语,2006,超时空接触,异次元骇客,少数派报告,黑洞频率,十二猴子,我，机器人,预见未来,K星异客,记忆裂痕,火星任务
146,僵尸世界大战 World War Z,马克·福斯,布拉德·皮特,米瑞·伊诺丝,马修·福克斯,动作,科幻,恐怖,美国,英语,2013,我是传奇,生化危机,后天,活死人黎明,普罗米修斯,招魂,独立日,环太平洋,死神来了,2012
147,汉江怪物 괴물,奉俊,宋康昊,边希峰,朴海日,剧情,动作,科幻,韩国,韩语,2006,闪灵,异形,死神来了,生化危机,招魂,我是传奇,恐怖游轮,雪国列车,迷雾,后天
148,金刚狼 X-Men Origins: Wolverine,加文·胡,休·杰克曼,列维·施瑞博尔,丹尼·赫斯顿,动作,科幻,unknown,美国,英语,2009,X战警3：背水一战,金刚狼2,钢铁侠2,蜘蛛侠3,美国队长2,变形金刚,无敌浩克,复仇者联盟2：奥创纪元,超凡蜘蛛侠2,雷神2：黑暗世界
149,异形4 Alien: Resurrection,让-皮埃尔·热,西格妮·韦弗,薇诺娜·瑞德,多米尼克·皮侬,动作,科幻,恐怖,美国,英语,1997,异形3,普罗米修斯,生化危机2：启示录,侏罗纪公园2：失落的世界,终结者,铁血战士,怪形,寂静岭,我是传奇,极度深寒
150,蜘蛛侠3 Spider-Man 3,山姆·雷,托比·马奎尔,克斯汀·邓斯特,詹姆斯·弗兰科,动作,科幻,冒险,美国,英语,2007,蜘蛛侠2,超凡蜘蛛侠2,X战警3：背水一战,钢铁侠2,金刚狼,变形金刚,无敌浩克,美国队长2,神奇四侠,终结者3
151,霹雳五号 Short Circuit,约翰·班德汉,艾丽·西蒂,斯蒂夫·古根伯格,费舍·史蒂芬斯,喜剧,科幻,家庭,美国,英语,1986,霹雳五号续集,领航员,机器战警,火星任务,第五元素,超时空接触,第三类接触,回到未来,深渊,星河战队
152,不要抬头 Don't Look Up,亚当·麦,莱昂纳多·迪卡普里奥,詹妮弗·劳伦斯,梅丽尔·斯特里普,喜剧,科幻,unknown,美国,英语,2021,同学麦娜丝,巴斯特·斯克鲁格斯的歌谣,失控玩家,玫瑰岛的不可思议的历史,荒蛮故事,大佛普拉斯,布达佩斯大饭店,绅士们,让子弹飞,瞬息全宇宙
153,机械姬 Ex Machina,亚历克斯·加,艾丽西亚·维坎德,多姆纳尔·格里森,奥斯卡·伊萨克,科幻,悬疑,惊悚,英国,英语,2014,这个男人来自地球,降临,前目的地,我，机器人,十二猴子,明日边缘,银翼杀手2049,月球,普罗米修斯,第九区
154,别让我走 Never Let Me Go,马克·罗曼尼,凯瑞·穆里根,安德鲁·加菲尔德,伊兹·米克尔-斯莫,剧情,爱情,科幻,英国,英语,2010,和莎莫的500天,午夜巴塞罗那,蓝色情人节,面纱,两小无猜,爱在日落黄昏时,附注：我爱你,一天,偷心,他其实没那么喜欢你
155,云的彼端，约定的地方 雲のむこう、約束の場所,新海,吉冈秀隆,萩原圣人,南里侑香,剧情,科幻,动画,日本,日语,2004,星之声,追逐繁星的孩子,她和她的猫,夏日大作战,秒速5厘米,猫的报恩,风之谷,言叶之庭,幽灵公主,天空之城
156,侏罗纪公园2：失落的世界 The Lost World: Jurassic Park,史蒂文·斯皮尔伯,杰夫·高布伦,朱丽安·摩尔,皮特·波斯尔思韦特,动作,科幻,惊悚,美国,英语,1997,侏罗纪公园3,终结者,变形金刚,我，机器人,我是传奇,黑客帝国2：重装上阵,X战警,独立日,哥斯拉,黑衣人2
157,有关时间旅行的热门问题 Frequently Asked Questions About Time Travel,嘉瑞斯·贾里维,克里斯·奥多德,马克·伍顿,迪恩·里侬斯·凯利,喜剧,科幻,unknown,英国,英语,2009,银河系漫游指南,这个男人来自地球,超时空接触,回到未来,月球,K星异客,保罗,第九区,十二猴子,世界尽头
158,失控玩家 Free Guy,肖恩·利,瑞安·雷诺兹,朱迪·科默,乔·基瑞,喜剧,动作,科幻,美国,英语,2021,功夫,银河护卫队2,死侍2：我爱我家,头号玩家,沙丘,瞬息全宇宙,蚁人2：黄蜂女现身,毒液：致命守护者,X特遣队：全员集结,爱情神话
159,阿丽塔：战斗天使 Alita: Battle Angel,罗伯特·罗德里格,罗莎·萨拉查,克里斯托弗·瓦尔兹,基恩·约翰逊,动作,科幻,冒险,美国,英语,2019,钢铁侠,美国队长3,复仇者联盟2：奥创纪元,惊奇队长,头号玩家,X战警：逆转未来,无敌浩克,蜘蛛侠：平行宇宙,黑客帝国,蚁人
160,复仇者联盟2：奥创纪元 Avengers: Age of Ultron,乔斯·韦,小罗伯特·唐尼,克里斯·海姆斯沃斯,马克·鲁弗洛,动作,科幻,奇幻,美国,英语,2015,钢铁侠2,美国队长3,复仇者联盟,雷神2：黑暗世界,无敌浩克,蚁人,银河护卫队,X战警：逆转未来,黑豹,奇异博士
161,雪国列车 설국열차,奉俊,克里斯·埃文斯,宋康昊,艾德·哈里斯,剧情,动作,科幻,韩国,韩语,2013,后天,我是传奇,超体,地心引力,第九区,黑客帝国,独立日,明日边缘,环太平洋,X战警：逆转未来
162,科学怪狗 Frankenweenie,蒂姆·波,马丁·肖特,凯瑟琳·欧哈拉,马丁·兰道,喜剧,科幻,动画,美国,英语,2012,圣诞夜惊魂,鬼妈妈,通灵男孩诺曼,僵尸新娘,闪电狗,超级大坏蛋,玩具总动员,美食总动员,天降美食,超人总动员
163,阿薇尔与虚构世界 Avril et le monde truqué,克里斯汀·丹米尔,玛丽昂·歌迪亚,菲烈·卡特林,让·雷谢夫,科幻,动画,冒险,法国,法语,2015,疯狂约会美丽都,凯尔经的秘密,艾特熊和赛娜鼠,漫漫北寻路,先知,魔术师,东京教父,无手的少女,回忆三部曲,我失去了身体
164,死亡飞车 Death Race,保罗·安德,杰森·斯坦森,娜塔丽·马丁内斯,伊恩·麦柯肖恩,动作,科幻,惊悚,美国,英语,2008,玩命快递2,敢死队,机械师,怒火攻心,极限特工,速度与激情4,暴力街区13：终极,杀手：代号47,虎胆龙威4,死亡飞车2
165,硬核亨利 Хардкор,伊利亚·奈舒,沙尔托·科普雷,丹尼拉·科兹洛夫斯基,海莉·贝内特,动作,科幻,冒险,俄罗斯,俄语,2015,疾速追杀2,突袭2：暴徒,疯狂的麦克斯4：狂暴之路,升级,黑客帝国2：重装上阵,超能查派,明日边缘,我，机器人,豪勇七蛟龙,极线杀手
166,天才眼镜狗 Mr. Peabody &amp; Sherman,罗伯·明可,泰·布利尔,麦克斯·查尔斯,罗莉·弗雷泽,喜剧,科幻,动画,美国,英语,2014,里约大冒险2,闪电狗,天降美食2,极速蜗牛,马达加斯加的企鹅,赛车总动员,玩具总动员2,神偷奶爸2,疯狂外星人,美食总动员
167,星际宝贝史迪奇 Stitch! The Movie,托尼·克莱,黛维·切斯,克里斯·桑德斯,蒂亚·卡雷尔,喜剧,科幻,动画,美国,英语,2003,星际宝贝2：史迪奇有问题,跳跳虎历险记,白雪公主和七个小矮人,木偶奇遇记,小鹿斑比,小熊维尼：寻找克里斯多夫罗宾,葫芦兄弟,睡美人,小美人鱼,仙履奇缘
168,人类之子 Children of Men,阿方索·卡,克里夫·欧文,朱丽安·摩尔,迈克尔·凯恩,剧情,科幻,冒险,美国,英语,2006,超时空接触,这个男人来自地球,地心引力,2001太空漫游,第九区,深渊,十二猴子,银翼杀手,我是传奇,月球
169,我的机器人女友 僕の彼女はサイボーグ,郭在,绫濑遥,小出惠介,阿井莉沙,喜剧,爱情,科幻,日本,日语,2008,只是爱着你,雏菊,天使之恋,恋空,我脑中的橡皮擦,我的野蛮女友,初恋50次,假如爱有天意,暮光之城,时间旅行者的妻子
170,霹雳贝贝,翁路,张京,王莹,章萍,剧情,科幻,儿童,中国大陆,国语,unknown,大气层消失,魔表,霹雳五号,第五元素,E.T.外星人,疯狂的兔子,终结者,侏罗纪公园,回到未来,机器战警
